processed_text_gpt_lematizado,count
referese,41
peixes,41
artérias,41
oxigenio,41
pqt,41
beneficiário,41
social,41
ag,41
periféricos,41
amoxicilina,41
fatores,41
minerais,41
sed,41
reaval,41
fraldas,41
responsiva,41
confuso,41
samu,41
crescimento,41
aspersão,41
ácido,41
rodizio,41
medo,41
copos,41
responsivo,41
hipertrofia,41
perfil,41
apresentase,41
infiltração,41
gerenciamento,41
fotorreagente,41
retirar,41
nenhuma,40
refrigerantes,40
esvaziamento,40
pertences,40
aberta,40
moderação,40
óleos,40
solicitada,40
açúcares,40
procurou,40
facial,40
almeida,40
cvd,40
auditiva,40
estômago,40
check,40
genitora,40
multiprofissional,40
pais,40
pediatra,40
segundos,40
biopsia,40
movimento,40
picos,40
completamente,40
episodio,40
diariamente,40
mole,40
segmentos,40
pessoal,40
alcoólica,40
bh,40
amigdalas,40
faço,40
humor,40
multiparametros,40
ginecológica,40
sadt,40
insuficiencia,40
neurologia,40
mascara,40
masculino,40
metabólicos,40
cadeiras,40
diminuição,40
possivel,40
histerectomia,40
movimentação,40
ambas,40
lúcida,40
jose,40
prot,40
família,40
amiodarona,39
laticínios,39
batata,39
enlatados,39
impressao,39
cirúrgicox,39
clinicas,39
dialitica,39
campanhia,39
reforço,39
verbalizando,39
parou,39
colheres,39
libero,39
vldl,39
barbosa,39
dorsalgia,39
qsd,39
processados,39
tegaderm,39
trajeto,39
episódio,39
calmos,39
diminuem,39
intolerâncias,39
principais,39
patês,39
peço,39
periodo,39
gtt,39
anexos,39
gomes,39
exsudato,39
simétrica,39
atrial,39
canula,39
csst,39
profilaxias,39
pressa,39
então,38
topografia,38
bico,38
causa,38
amostra,38
auditivo,38
dispnéia,38
peep,38
prótese,38
hpb,38
reduzir,38
queixase,38
distolica,38
negativos,38
ansioso,38
realiza,38
rocefin,38
urgência,38
externa,38
visível,38
amputação,38
marcapasso,38
geca,38
noripurum,38
nutrientes,38
natura,38
preparados,38
lembrese,38
acessos,38
múrmurio,38
enfaixamento,38
importancia,38
varie,38
significativas,38
hprocedimentos,38
comorbidade,38
rh,38
inserção,38
repique,38
linfonodos,37
dentaria,37
motricidade,37
nódulos,37
área,37
abreviação,37
sistólica,37
valor,37
joelhos,37
ribeiro,37
sentir,37
girassol,37
tubular,37
curva,37
bronquica,37
lentilha,37
inglês,37
vdrl,37
ab,37
indicadas,37
gravidade,37
capacidade,37
sugestivo,37
abdominais,37
rotinas,37
laparotomia,37
sigmoide,37
cmh,37
confirmar,37
falha,37
horários,37
acido,37
conciente,37
catupiry,37
provolone,37
gorgonzola,37
parmesão,37
checado,37
opte,37
cesarea,37
lesoes,37
tce,37
médicas,37
respondendo,37
camarão,36
dobutamina,36
mew,36
nora,36
diminuir,36
farmacêutica,36
madrugada,36
composto,36
precedex,36
sequela,36
derivados,36
espessados,36
fev,36
id,36
compressão,36
enxaqueca,36
hérnia,36
enfrentamento,36
cigarro,36
amanhã,36
urinar,36
cereais,36
faixa,36
suv,36
contínua,36
especializado,36
timpânico,36
normocorado,36
epigastralgia,36
delirium,36
grão,36
tumor,36
jesus,36
computadorizada,36
apgar,36
cozinhar,36
vez,36
soproar,36
adenocarcinoma,36
ret,36
rrecomendações,36
aparentemente,36
ssituação,36
aavaliação,36
propria,36
astenia,36
adriana,36
fatia,36
copiosas,36
aborda,36
útero,36
psgo,36
filé,36
feminino,36
controlada,36
elétrico,36
anestésico,36
iva,36
molhos,36
coentro,36
administro,36
térmica,36
necrose,36
descorada,36
proposto,35
plasil,35
progressiva,35
respiratorios,35
aumentar,35
desequilíbrio,35
sessões,35
achado,35
neopediatriax,35
nascido,35
fisiológicas,35
próteses,35
frios,35
cremosa,35
psap,35
vertebrais,35
reto,35
promover,35
vertigem,35
perveas,35
dve,35
fim,35
albumina,35
reflexos,35
diastólica,35
enfermagemcoren,35
negativas,35
quadrante,35
encaminhar,35
papagaio,35
comtempla,35
intra,35
aórtica,35
cesárea,35
nodulos,35
interior,35
preventivas,35
secreções,35
constipacao,35
alérgico,35
ventrículo,35
dvas,35
av,35
enfermagemh,35
evidência,35
marido,35
vesícula,35
cat,35
perfusao,35
vt,35
adoçantes,35
prescritas,35
inapetencia,34
cx,34
exerese,34
macarrão,34
utilização,34
fisiologicas,34
confirma,34
urinaria,34
relatando,34
indicado,34
instrumentadora,34
intramuscular,34
demora,34
náusea,34
chá,34
pet,34
basal,34
recorrente,34
va,34
acompanha,34
compressas,34
porção,34
patricia,34
couro,34
problema,34
realizando,34
comportamental,34
desenvolvimento,34
reserva,34
reposição,34
reativa,34
desjejum,34
patologia,34
abaulamento,34
esposo,34
cuidadora,34
aquosa,34
ausentes,34
ll,34
tramadol,34
gelatinoso,34
brnft,34
glicêmico,34
fisiológica,34
polifix,34
ambulatorio,34
necessários,34
vancomicina,34
externos,34
recuperação,34
institucionalizado,34
ambulatório,34
dilatações,34
pâncreas,34
di,34
sodio,34
prescricao,34
dinamica,34
pn,34
sensibilidaderelação,34
evacuações,33
ascendente,33
consciencia,33
séptico,33
swab,33
oxímetro,33
alças,33
oximetro,33
idosos,33
desorientação,33
vhs,33
oxigenioterapia,33
pés,33
passar,33
instrumentais,33
carvedilol,33
negaexame,33
micção,33
ila,33
outr,33
parietais,33
cultura,33
companhia,33
ruim,33
palpaçaommii,33
revisão,33
tx,33
dupla,33
mlmin,33
meningite,33
ventre,33
nefropatia,33
cálcio,33
vidas,33
taquipneico,33
mesmos,33
ecocardiograma,33
finas,33
mvpeplbhmaterdeicombrmvpepptbrdmvpeplistapacientelistapacienteshmvpepmedicamentouso,33
antibióticos,33
trazida,33
conservador,33
proteínas,33
martin,33
metronidazol,33
apatia,33
negaalergias,33
hepatites,33
sonorepouso,33
corporea,33
portanto,33
reduza,33
cianose,33
negaantecedentes,33
frutos,33
gás,33
deletérios,33
endoscopia,33
oh,33
flora,33
tratamentos,33
radial,33
banco,33
fritura,33
st,33
perdas,33
ti,32
sng,32
assintomatica,32
artrose,32
hemorragia,32
fonoaudióloga,32
visitas,32
algias,32
salbutamol,32
pelvica,32
biliares,32
orienta,32
imersão,32
transferencia,32
cabelo,32
setembro,32
permitidos,32
revascularização,32
vesícular,32
dez,32
meia,32
nefrolitiase,32
agendamento,32
fluida,32
beta,32
óxido,32
amanha,32
acuidade,32
apresentação,32
colostomia,32
manipulações,32
fixada,32
fonéticas,32
substância,32
orelha,32
queimação,32
perneira,32
cálculos,32
perdeu,32
mastigar,32
corresponder,32
bolsas,32
convulsiva,32
septo,32
tubo,32
consegue,32
sabe,32
extensa,32
blumberg,32
alergica,32
avaliaçao,32
abdomem,32
amêndoas,32
agua,32
hemodinâmicamente,32
funcionamento,32
lope,32
hemacias,31
minuto,31
maiores,31
luminal,31
sinusite,31
concentrados,31
paulo,31
glicêmicos,31
proxima,31
amanteigados,31
coxim,31
azeite,31
anestesiologista,31
manipulação,31
alimentase,31
reduzo,31
decúbitos,31
linhaça,31
patologias,31
femur,31
deambular,31
segura,31
carbônico,31
previa,31
tap,31
mgml,31
escolher,31
mignon,31
reexpansão,31
objetos,31
expansiva,31
discutido,31
diálise,31
preparar,31
tonteira,31
anotado,31
benzetacil,31
intolerância,31
mvpeplbhmaterdeicombrmvpepptbrdmvpeplistapacientelistapacienteshmvpepencaminharpaciente,31
vômito,31
bilat,31
nitroso,31
enc,31
internaçao,31
segunda,31
urinários,31
monitorizada,31
silvatécnicoa,31
tt,31
neo,31
reações,31
odor,31
referido,31
ascite,31
psiquiatria,31
articular,31
plantonista,31
nitrogênio,31
glicazida,31
ocluído,31
dessaturação,31
locais,31
estertores,31
purulenta,30
hidrica,30
glaucoma,30
resfriado,30
miolo,30
neuromielite,30
instabilidade,30
mioma,30
multípla,30
hv,30
diclofenaco,30
vícios,30
trocas,30
corticais,30
sair,30
julho,30
corporativo,30
time,30
tiragem,30
quetiapina,30
segmentar,30
anexo,30
diabética,30
iodo,30
crianças,30
cardíacas,30
fisiologico,30
finos,30
cardiologica,30
sincope,30
animal,30
ptn,30
esofagite,30
hipercalemia,30
hipocorado,30
carga,30
guia,30
recomendação,30
pl,30
qualidade,30
fcbpm,30
evidências,30
hepatica,30
urinárias,30
goncalves,30
globalmente,30
ministrar,30
mede,30
acorda,30
abril,30
calmantes,30
acionar,30
tônus,30
familia,30
mt,30
óptica,30
silvaenfermeiroa,30
sorologias,30
procura,29
transferida,29
forxiga,29
pó,29
quantos,29
mussarela,29
saco,29
bpp,29
ganhar,29
percepçãocogniçao,29
alteracoes,29
persistencia,29
conferência,29
colostro,29
nov,29
severa,29
proteica,29
asa,29
obstrutiva,29
go,29
paracetamol,29
normocardica,29
retornou,29
bcp,29
adequação,29
aceita,29
louro,29
epo,29
adjacente,29
infecciosos,29
abordagem,29
artrite,29
secretiva,29
colega,29
pax,29
estabilidade,29
assinado,29
otimizar,29
proeminências,29
araujo,29
seios,29
mac,29
entrar,29
desidratação,29
liquidos,29
hemoglobina,29
bisteca,29
conter,29
uro,29
trig,29
ansiosa,29
adequações,29
infecções,29
pew,29
rni,29
gastro,29
aortica,29
geniturinário,29
bil,29
laranja,29
parietal,29
sibilos,29
tente,29
unico,29
panturrilha,29
internas,28
serviços,28
folhadas,28
pastelarias,28
dpa,28
gripal,28
cot,28
refrigerante,28
chás,28
células,28
pato,28
ajusto,28
preto,28
gema,28
cupim,28
moela,28
cti,28
gts,28
frasco,28
pirf,28
transtorno,28
tecnica,28
daniela,28
banana,28
carótidas,28
torno,28
diurno,28
limites,28
fosforo,28
pernil,28
hemotransfusão,28
reavaliações,28
ringer,28
cava,28
umidade,28
ler,28
ceftriaxone,28
trânsito,28
trazer,28
arteria,28
fisio,28
chaa,28
punho,28
concentrado,28
agendado,28
hemodialise,28
coronariana,28
ficou,28
gt,28
condimentos,28
cozido,28
difusamente,28
normocardico,28
ventilando,28
rt,28
calafrios,28
icterícia,28
vesiculares,28
etilista,28
disco,28
nipride,28
narina,28
acentuada,28
manchas,28
john,28
sujidade,28
cabeludo,28
integro,28
dmg,28
imerso,28
curados,28
petiscos,28
siga,28
contactua,28
transformadas,28
noturna,28
assinatura,28
iniciada,28
previas,28
observo,28
apresentado,28
salsinha,28
apresuntado,28
seguida,28
encontra,28
consumindoas,27
acompanhar,27
hidronefrose,27
bromoprida,27
exceto,27
liquida,27
ultimos,27
list,27
aferir,27
tri,27
vista,27
hasdm,27
encefalopatia,27
carvalho,27
ponderal,27
hematúria,27
dosagem,27
puncionada,27
nodular,27
ressecção,27
gástrica,27
reflexo,27
microangiopatia,27
extensão,27
epap,27
buscopam,27
lentamente,27
selozok,27
único,27
assintomatico,27
neutro,27
reconciliação,27
anastomose,27
clopidogrel,27
relaxamento,27
medida,27
medicacao,27
mudanças,27
leu,27
intermitente,27
algico,27
positiva,27
laser,27
tópicos,27
jessica,27
ramos,27
norma,27
pso,27
acupuntura,27
alzheimer,27
próstata,27
sugestivos,27
otalgia,27
portovac,27
trato,27
disúria,27
muitos,27
ecotextura,27
óssea,27
fecal,27
quer,27
hematuria,27
exclusiva,27
dramin,27
gastrointestinal,27
dietlight,27
nrc,27
branda,27
halvarina,27
acidente,27
axila,27
acometimento,27
inflamatórios,27
axilar,26
inalatória,26
adesão,26
calculo,26
alergiasnega,26
antonio,26
manta,26
posteriormente,26
corrimento,26
cólon,26
metabolicos,26
adep,26
artificial,26
transferência,26
ossea,26
tele,26
regina,26
circulante,26
casca,26
pastosa,26
luciana,26
limitação,26
cea,26
hemitorax,26
lâmina,26
prescriçao,26
aplico,26
cefazolina,26
ipm,26
autoriza,26
pq,26
alem,26
escola,26
quimioterapia,26
santana,26
urinarias,26
apendicite,26
corpos,26
irregulares,26
tomou,26
losartan,26
melhores,26
fentanil,26
oncológico,26
prona,26
parestesia,26
restrições,26
cpap,26
urgencia,26
invasivo,26
ceia,26
envolve,26
casos,26
tgl,26
especialista,26
materna,26
enfermagemhs,26
taquidispneico,26
homogênea,26
real,26
visando,26
confusa,26
metoclopramida,26
portador,26
substâncias,26
zero,26
alterado,26
evidencia,26
compareceu,26
desacompanhado,26
secundária,26
pylorus,26
dessas,26
menopausa,26
procedente,26
abscesso,26
escopolamina,26
sulcos,26
desnutrição,26
intenso,26
compativel,26
vestirse,25
mvpeplbhmaterdeicombrmvpepptbrdmvpeplistapacientelistapacienteshmvpepprescricao,25
receitas,25
úlcera,25
estadio,25
antro,25
permanece,25
operatoria,25
diazepam,25
peridural,25
fisioterapeutauti,25
dar,25
clinicamente,25
catéter,25
aline,25
toráx,25
especular,25
oro,25
irc,25
relatar,25
sai,25
esparsas,25
afirma,25
desempenho,25
juliana,25
puérpera,25
fator,25
tamanho,25
inflamatório,25
maio,25
intervalo,25
veias,25
negou,25
irradia,25
endovenosa,25
descritos,25
tp,25
optado,25
exemplos,25
enoxaparina,25
sm,25
suspendo,25
ritmicas,25
incubadora,25
srpa,25
pfe,25
venturi,25
neurológica,25
restrição,25
gotas,25
hem,25
xarelto,25
bruno,25
conseguiu,25
hidroclorotiazida,25
indico,25
periventricular,25
baço,25
atelectasia,25
diluição,25
farmácia,25
cremosos,25
tranquilo,25
cedo,25
coleção,25
hiperemiada,25
membrana,25
colectomia,25
relevantes,25
moderadamente,25
expectativa,25
descrever,25
campo,25
fisicobeg,25
anestesica,25
agendar,25
nasotraqueal,25
esverdeada,25
carcinoma,25
esparsos,25
pelicula,25
sanguinolenta,25
metro,25
beber,25
coli,25
habito,25
rd,24
scopia,24
congelação,24
bradicardia,24
residência,24
evacuar,24
ramo,24
cólica,24
carlos,24
partir,24
aprox,24
escore,24
obstrutivo,24
exclusivo,24
nunca,24
composição,24
telefone,24
fase,24
copo,24
precordial,24
gota,24
kdigo,24
exploradora,24
contenção,24
hemácias,24
tambem,24
evidenciou,24
retiro,24
amplitude,24
hidrico,24
aquecidas,24
carolina,24
distendido,24
camila,24
posicionada,24
fadiga,24
anual,24
períodos,24
dialise,24
amostras,24
desta,24
pacinete,24
fluxotempo,24
diet,24
previsão,24
hipotiroidismo,24
pélvica,24
nutrologia,24
orientacoes,24
serra,24
atc,24
bolachas,24
relacionada,24
ateromatosas,24
apesar,24
instantâneo,24
repercussão,24
pp,24
fernanda,24
algo,24
combinada,24
aerea,24
angiotc,24
alopurinol,24
esquema,24
realizadas,24
hopkins,24
lm,24
expectoração,24
endotraqueal,24
bast,24
angina,24
bovina,24
coleções,24
devidamente,24
supratentorial,24
sca,24
esclarecer,24
mediastinais,24
medicaçoes,24
amarela,24
involução,24
placenta,24
anestésica,24
pomada,24
agc,24
foto,24
fundo,24
progressão,24
timpanico,24
comandos,24
marca,24
pregabalina,24
vlp,24
medula,23
infundido,23
pvpi,23
cutâneo,23
ne,23
gabriel,23
mista,23
senior,23
vidro,23
amigo,23
amb,23
pneumatico,23
opacidades,23
reverso,23
enfisema,23
brônquica,23
disso,23
protese,23
vídeo,23
confirmados,23
resp,23
sialorreia,23
mev,23
set,23
inespecífico,23
psiquiatra,23
lt,23
alteraçao,23
luiz,23
neurocirurgia,23
feira,23
ótima,23
relacionados,23
provavelmente,23
cirúrgicos,23
rede,23
tgi,23
cdl,23
vivo,23
plenum,23
pao,23
hiponatremia,23
linf,23
sugerindo,23
art,23
aspirador,23
audiveis,23
posiciono,23
semigloboso,23
interpretação,23
cateteres,23
pneumático,23
classe,23
rinite,23
fal,23
peças,23
íntegras,23
sonolencia,23
fios,23
fisioterapeutaprocedimentos,23
tolerancia,23
acompanho,23
vide,23
laboratorial,23
renata,23
eritema,23
colelitiase,23
preparadas,23
retal,23
referida,23
fernando,23
volumosa,23
ectasia,23
sente,23
crmmg,23
hidrocefalia,23
otimizado,23
fid,23
colposcopia,23
escape,23
colaterais,23
marcos,23
est,23
vertebral,23
bordas,23
vermelho,23
peito,22
aplique,22
elpo,22
vontade,22
litros,22
revertida,22
dermato,22
alongamento,22
cirrose,22
anticoagulação,22
fechado,22
maneira,22
codigo,22
atendido,22
hg,22
precisa,22
desidratado,22
xsem,22
último,22
exercício,22
fibra,22
corensp,22
líquida,22
secas,22
combinação,22
desidratada,22
cipro,22
aperto,22
isquêmica,22
sardinha,22
códigos,22
aines,22
pani,22
exibe,22
nutrido,22
corredor,22
carla,22
paco,22
mp,22
próclise,22
guedel,22
laringoscópio,22
gasoterapia,22
hemitórax,22
rconduta,22
brito,22
buscopan,22
eot,22
vestese,22
agendada,22
complexos,22
intensivo,22
essenciais,22
clexane,22
sido,22
espironolactona,22
meditação,22
calor,22
movese,22
capnógrafo,22
queixaretorno,22
vindo,22
iga,22
paliativo,22
bruna,22
tenckhoff,22
nesse,22
aquecida,22
potássio,22
br,22
palpo,22
aquecido,22
bactrim,22
deixe,22
recebido,22
forças,22
examefisico,22
começou,22
desacompanhada,22
primeiro,22
cec,22
cefalexina,22
hospitalista,22
permeio,22
gravidez,22
comprometimento,22
dmo,22
condutaorientações,22
perfurador,22
drill,22
ultracision,22
fotóforo,22
estímulos,22
saep,22
transverso,22
discal,22
diagnosticado,22
agudas,22
consolidação,22
pancreatite,22
escitalopram,22
farmacológica,22
ibuprofeno,22
operatorio,22
pervia,22
miocardio,22
aparentes,22
crus,22
oferecer,22
hemocomponente,22
domicilio,22
ocupacional,21
cefálica,21
assistenciais,21
intenção,21
confirmação,21
jan,21
tendência,21
hipertensa,21
alvo,21
busca,21
acaba,21
articulações,21
azitromicina,21
apendicectomia,21
calórica,21
conserva,21
nessa,21
sistematização,21
cisterna,21
histeroscopia,21
cardiaco,21
fosco,21
oa,21
insuf,21
broncoespasmo,21
formigamento,21
chega,21
aig,21
ad,21
irmã,21
igg,21
ptt,21
circunferência,21
mobilizar,21
hsa,21
avançada,21
gliclazida,21
normalmente,21
fibrosos,21
densificação,21
pirose,21
outubro,21
compressivo,21
optando,21
gc,21
tridil,21
gr,21
dispepsia,21
alongamentos,21
meningea,21
minimum,21
significativa,21
savina,21
devagar,21
hepático,21
sap,21
metoprolol,21
assintomático,21
alega,21
antibiotico,21
fortalecer,21
discuto,21
dobra,21
normofoneticas,21
epi,21
persistência,21
levantarse,21
nefro,21
laqueadura,21
gastrica,21
multiplos,21
agitado,21
renovo,21
pressao,21
urologista,21
herpes,21
jato,21
iliaca,21
asg,21
critério,21
variedade,21
mecânicas,21
receber,21
hbsag,21
come,21
agosto,21
decadron,21
cosméticos,21
excelente,21
leia,21
corticoide,21
beneficiario,21
hipossódica,21
evitando,21
inf,21
ricardo,21
espera,21
oto,21
bacalhau,21
crn,21
drge,21
complexo,21
átrio,21
consultar,21
salvalus,21
ulcera,21
sintoma,21
viral,21
permcath,21
melhorada,21
universalmente,21
orientadaacv,21
neonatal,21
aco,21
limão,21
pielonefrite,21
normocorada,21
infiltrado,21
ultimo,21
erosiva,21
cabeceiras,21
tremores,21
vieira,21
mvpeplbhmaterdeicombrmvpepptbrdmvpeplistainternacaolistapacienteshmvpepavaliacao,21
bv,21
polipo,20
os,20
diagnosticada,20
repetir,20
farelo,20
janeiro,20
otite,20
tb,20
puerpera,20
hidralazina,20
preparado,20
insaturadas,20
sanitário,20
colecalciferol,20
contaminação,20
junho,20
entubação,20
dialítica,20
rótulo,20
progressivamente,20
especiais,20
diz,20
antecedentespessoais,20
desembalar,20
loquiação,20
comadre,20
marcia,20
ventilatório,20
castro,20
sg,20
mastigando,20
precisando,20
beneficia,20
desfrute,20
nutritivos,20
aht,20
atingida,20
reduzida,20
subcutâneo,20
micronutrientes,20
nutra,20
endocrino,20
transplante,20
eletiva,20
marcadores,20
shilley,20
cerume,20
pad,20
meg,20
axilas,20
gliose,20
alternativas,20
aditivos,20
am,20
contraído,20
conhece,20
antecedentesfamiliares,20
álgico,20
adultos,20
acp,20
mexido,20
tissular,20
responsavel,20
solicitou,20
fornece,20
precaução,20
hipoglicemia,20
localizado,20
tq,20
reduzido,20
irá,20
carta,20
redes,20
fastfoods,20
leonardo,20
xcm,20
margens,20
ocluido,20
necessitando,20
levofloxacino,20
preparem,20
lugares,20
expressão,20
diminuida,20
